"Gene","Cluster","logFC","pValue","padj"
"V40629",2,0.969398863849611,0.0194262244095227,0.050108885414346
"V19723",2,0.969235740014232,0.0194270675278205,0.050108885414346
"V41800",2,0.965512271807279,0.0194279897460401,0.050108885414346
"V2336",2,0.965147363815797,0.019429049567751,0.050108885414346
"V39",2,0.965442949211548,0.0194294319551081,0.050108885414346
"V2157",2,0.964081107507965,0.0194296473342032,0.050108885414346
"V43280",2,0.966591254995513,0.0194304203104009,0.050108885414346
"V40601",2,0.966974776347884,0.0194304864933091,0.050108885414346
"V37410",2,0.967606419331064,0.0194307921593145,0.050108885414346
"V8276",2,0.966780581957604,0.0194308746194256,0.050108885414346
"V7858",2,0.966698424629954,0.0194326708229209,0.050108885414346
"V40806",2,0.966779698120448,0.0194329342642543,0.050108885414346
"V34082",1,0.958116421109408,0.0194332681624172,0.050108885414346
"V18093",1,0.966454662068678,0.019436659744521,0.050108885414346
"V23056",2,0.948088803332103,0.019436829746731,0.050108885414346
"V5621",2,0.967151661963747,0.0194375733393894,0.050108885414346
"V5937",2,0.966632722633417,0.0194379923038162,0.050108885414346
"V43968",2,0.966893697351454,0.019438286230486,0.050108885414346
"V44642",2,0.966759625612201,0.0194388287915929,0.050108885414346
"V15738",2,0.967607899073049,0.0194388911343085,0.050108885414346
"V30362",2,0.967700029078105,0.019439386093354,0.050108885414346
"V24629",2,0.963843155028713,0.0194396466606122,0.050108885414346
"V19641",1,0.967483805128525,0.0194396932429446,0.050108885414346
"V26589",2,0.962577886443383,0.0194399963143302,0.050108885414346
"V4776",2,0.967112977311501,0.0194401211054421,0.050108885414346
"V2217",2,0.967094050703453,0.0194410399683584,0.050108885414346
"V36516",1,0.958761956586833,0.0194411463357296,0.050108885414346
"V43784",2,0.968585729517256,0.0194419803382009,0.050108885414346
"V39084",2,0.967174756633639,0.0194424786050719,0.050108885414346
"V34583",2,0.967287371949543,0.0194425774123129,0.050108885414346
"V6233",2,0.966900640814769,0.019444247352354,0.050108885414346
"V27194",2,0.964981589356876,0.0194443528097989,0.050108885414346
"V15854",2,0.954227104717292,0.0194446970121027,0.050108885414346
"V9980",2,0.966811656947032,0.0194448814582509,0.050108885414346
"V2517",2,0.966325510083079,0.0194449323334959,0.050108885414346
"V36521",2,0.977210242984062,0.0194452476882179,0.050108885414346
"V9259",2,0.971287146825446,0.0194455826030413,0.050108885414346
"V24141",2,0.967065180513322,0.0194459096445613,0.050108885414346
"V5387",2,0.966867412266455,0.0194480364341245,0.050108885414346
"V6650",2,0.967276176687252,0.0194495406373253,0.050108885414346
"V8586",2,0.966923632279937,0.0194501851574616,0.050108885414346
"V24551",2,0.967121288018114,0.0194507242434853,0.050108885414346
"V26395",1,0.976714344668985,0.0194512940814581,0.050108885414346
"V32981",2,0.967533302151233,0.0194514181699823,0.050108885414346
"V2355",2,0.960272704792134,0.0194516179726795,0.050108885414346
"V11605",3,0.974136565256321,0.0194526191498409,0.050108885414346
"V23301",2,0.967401029451855,0.019452793944054,0.050108885414346
"V4604",2,0.967135811720542,0.0194530231356763,0.050108885414346
"V34225",2,0.967315063904928,0.0194531206081424,0.050108885414346
"V14972",3,0.983959169542252,0.0194536254957828,0.050108885414346
"V2618",2,0.966018575070274,0.0194536434916079,0.050108885414346
"V44103",2,0.965881382246758,0.0194542520070246,0.050108885414346
"V40458",2,0.966262303560471,0.0194555178352627,0.050108885414346
"V15214",2,0.967071426844792,0.0194593210646916,0.050108885414346
"V20968",2,0.966851301091855,0.0194593710894495,0.050108885414346
"V2062",2,0.967518707414094,0.0194593773910074,0.050108885414346
"V2372",2,0.965848977264902,0.01946003973328,0.050108885414346
"V1271",2,0.965543513553902,0.0194602737480445,0.050108885414346
"V6048",2,0.967563063090497,0.0194610556756803,0.050108885414346
"V40886",2,0.966319462901929,0.0194620951927591,0.050108885414346
"V29504",2,0.967142509713679,0.0194625393013999,0.050108885414346
"V24299",2,0.967244868397888,0.0194629300435415,0.050108885414346
"V20814",2,0.967154827234824,0.0194631067067337,0.050108885414346
"V6404",2,0.958986031320139,0.0194632835578953,0.050108885414346
"V23092",2,0.965637492292609,0.0194634846957606,0.050108885414346
"V3614",2,0.966620783042041,0.0194637996166213,0.050108885414346
"V13181",2,0.965741383042913,0.0194638416166202,0.050108885414346
"V32753",2,0.965659355126767,0.0194638435227961,0.050108885414346
"V9155",2,0.965577940910506,0.0194640948230608,0.050108885414346
"V43534",2,0.965500391440067,0.0194641771338415,0.050108885414346
"V6258",2,0.966489345396771,0.0194647628424995,0.050108885414346
"V34049",2,0.967794517326428,0.0194650113777022,0.050108885414346
"V9981",2,0.96680771405661,0.0194653774010378,0.050108885414346
"V4286",2,0.966710414267554,0.0194659859811799,0.050108885414346
"V25025",2,0.965531947287075,0.0194684348239684,0.050108885414346
"V30055",2,0.966999681564359,0.0194694249264765,0.050108885414346
"V3158",2,0.967103569966484,0.0194720804725833,0.050108885414346
"V28659",2,0.966152156956512,0.0194727219909463,0.050108885414346
"V4025",2,0.966660328903491,0.0194731078815294,0.050108885414346
"V6871",2,0.967366338950559,0.0194741224515639,0.050108885414346
"V26274",2,0.966365612503696,0.0194741455660541,0.050108885414346
"V36049",1,0.955385342734086,0.0194742459109306,0.050108885414346
"V4241",2,0.966803278954936,0.0194745372431391,0.050108885414346
"V31193",1,0.979439452022189,0.0194750278039296,0.050108885414346
"V19322",2,0.965667427438035,0.0194757027584737,0.050108885414346
"V821",2,0.966101036432647,0.0194760610039495,0.050108885414346
"V33683",2,0.96787187900319,0.0194764208245761,0.050108885414346
"V35160",2,0.965960417601882,0.0194766212685501,0.050108885414346
"V24083",2,0.967411818799162,0.0194766505336096,0.050108885414346
"V36098",2,0.967097302534021,0.0194766711381282,0.050108885414346
"V29515",2,0.969518944667381,0.0194769671246137,0.050108885414346
"V11970",2,0.969328129075443,0.0194770260285636,0.050108885414346
"V44910",2,0.966943175371959,0.0194776331939371,0.050108885414346
"V8452",2,0.966753664813651,0.0194788100198914,0.050108885414346
"V34369",2,0.967479318991978,0.0194792777758292,0.050108885414346
"V44834",2,0.966873317216628,0.0194794121563542,0.050108885414346
"V41702",1,0.979702927585144,0.0194794529206617,0.050108885414346
"V12964",2,0.968447275941423,0.0194802932072655,0.050108885414346
"V28062",2,0.96689412889029,0.0194810754244317,0.050108885414346
"V23941",2,0.965868935034629,0.0194812217908444,0.050108885414346
"V1670",2,0.961767951054974,0.0194813546183752,0.050108885414346
"V16809",2,0.973910517256135,0.0194825134777414,0.050108885414346
"V40368",2,0.966844958027506,0.0194826763259245,0.050108885414346
"V39096",2,0.966321605188571,0.0194833838300655,0.050108885414346
"V34498",2,0.967244246510861,0.019483547591465,0.050108885414346
"V28294",2,0.967277977183454,0.0194836976307672,0.050108885414346
"V32747",2,0.968999659156917,0.0194844344463593,0.050108885414346
"V41302",2,0.965983711162879,0.0194848072098281,0.050108885414346
"V20441",2,0.963903320781557,0.0194848748325607,0.050108885414346
"V15934",2,0.967243478544278,0.0194877365368045,0.050108885414346
"V25670",2,0.967591227123184,0.0194880729649206,0.050108885414346
"V25008",2,0.967101319761429,0.019488981008668,0.050108885414346
"V27932",1,0.971400745846857,0.0194901790829302,0.050108885414346
"V1388",2,0.969485755341167,0.0194913820567711,0.050108885414346
"V38705",3,0.968856919940949,0.0194914911425774,0.050108885414346
"V80",2,0.964434679104743,0.0194918770494182,0.050108885414346
"V30071",1,0.965077238862543,0.0194922550316053,0.050108885414346
"V5163",2,0.966268786548715,0.0194922579656727,0.050108885414346
"V20820",2,0.967296917369456,0.0194927575342435,0.050108885414346
"V4183",2,0.967036433200744,0.019492866888947,0.050108885414346
"V15315",2,0.967492140457747,0.0194930364127086,0.050108885414346
"V1886",2,0.966703116438246,0.0194931360871952,0.050108885414346
"V7247",2,0.966860938981666,0.0194932691854661,0.050108885414346
"V12443",2,0.966967820623384,0.0194942234148829,0.050108885414346
"V13718",2,0.967218302624281,0.0194946036921061,0.050108885414346
"V19295",1,0.967335349217311,0.0194948007141508,0.050108885414346
"V35596",2,0.967333863123588,0.0194955118025102,0.050108885414346
"V12338",2,0.965312108361395,0.0194956291376319,0.050108885414346
"V32964",2,0.968542165409699,0.019495869258503,0.050108885414346
"V1610",2,0.965819477075848,0.0194961267404283,0.050108885414346
"V21120",3,0.969970591385054,0.0194969763304026,0.050108885414346
"V13120",2,0.966984561732539,0.0194973067116337,0.050108885414346
"V35573",1,0.970253293304224,0.0194973351111384,0.050108885414346
"V14303",2,0.966919959538596,0.0194977842156793,0.050108885414346
"V7142",2,0.96658576964949,0.0194979172359927,0.050108885414346
"V44543",2,0.965609024808843,0.0194987143879155,0.050108885414346
"V33944",2,0.966391125560744,0.0194993366705147,0.050108885414346
"V8830",2,0.957635783115374,0.019499466083034,0.050108885414346
"V27069",2,0.96743281696972,0.0195002313099476,0.050108885414346
"V8465",2,0.967180997825661,0.0195010139626147,0.050108885414346
"V43068",2,0.966774086099626,0.0195013511586878,0.050108885414346
"V4688",2,0.967091420777901,0.0195022916165183,0.050108885414346
"V8543",2,0.966897454754352,0.0195024953527826,0.050108885414346
"V37785",2,0.954416570680542,0.019502646817591,0.050108885414346
"V22587",2,0.966714428057061,0.0195033157147166,0.050108885414346
"V28767",2,0.96975746265195,0.0195041684059405,0.050108885414346
"V40123",2,0.966435153164916,0.0195041872523968,0.050108885414346
"V7843",2,0.966913569960656,0.0195042179620376,0.050108885414346
"V33928",2,0.96815261412576,0.019504516965198,0.050108885414346
"V40254",2,0.968952517688207,0.0195046420070092,0.050108885414346
"V7438",2,0.966625386047701,0.0195048461193374,0.050108885414346
"V12214",2,0.971232839596831,0.0195050239934056,0.050108885414346
"V31597",1,0.982986276439937,0.019505140673824,0.050108885414346
"V19111",2,0.967182270719151,0.0195059941874553,0.050108885414346
"V16448",2,0.963156289503696,0.0195066379438774,0.050108885414346
"V15391",2,0.967124023576802,0.0195067476029719,0.050108885414346
"V28922",2,0.967201224475493,0.0195068636696547,0.050108885414346
"V39344",2,0.966519190063907,0.0195088980454973,0.050108885414346
"V19152",2,0.967194371971519,0.0195097914666261,0.050108885414346
"V43235",2,0.96690594017204,0.0195108631349934,0.050108885414346
"V24053",2,0.967057033381675,0.0195126692601587,0.050108885414346
"V37881",2,0.96828238183162,0.0195139062208493,0.050108885414346
"V35286",1,0.985349005855382,0.0195143482633045,0.050108885414346
"V4793",2,0.966816176041527,0.0195144690029095,0.050108885414346
"V3719",2,0.96613108666611,0.0195147009641518,0.050108885414346
"V32512",2,0.965955949594053,0.0195152021278606,0.050108885414346
"V28801",2,0.966936509640495,0.0195156151222589,0.050108885414346
"V33916",2,0.967246204913563,0.0195156759781455,0.050108885414346
"V3911",2,0.9671822998998,0.0195170891097635,0.050108885414346
"V7178",2,0.966691885987488,0.0195170928052511,0.050108885414346
"V7964",2,0.967535162662675,0.0195176207715596,0.050108885414346
"V2597",2,0.965625489703546,0.0195176769000149,0.050108885414346
"V4843",2,0.967228002562932,0.0195178420536557,0.050108885414346
"V36215",2,0.967228744376809,0.0195181309830103,0.050108885414346
"V14556",2,0.96700300470272,0.019518830474097,0.050108885414346
"V15237",2,0.967402675528645,0.0195202971061478,0.050108885414346
"V7673",2,0.966863821746561,0.0195208012783092,0.050108885414346
"V104",1,0.965443871379535,0.0195209871619305,0.050108885414346
"V8152",2,0.967252570213238,0.019521422707501,0.050108885414346
"V5124",2,0.967007805628536,0.0195223286744894,0.050108885414346
"V16587",2,0.967458859046572,0.0195224509391686,0.050108885414346
"V13292",2,0.959180308135998,0.0195225966559734,0.050108885414346
"V27888",2,0.969095020005249,0.0195226627739553,0.050108885414346
"V24148",1,0.965481185078293,0.019523128636461,0.050108885414346
"V13911",2,0.967182926382415,0.0195232483628098,0.050108885414346
"V428",2,0.966626537256088,0.0195234152670446,0.050108885414346
"V24424",1,0.969101121185371,0.0195242009965791,0.050108885414346
"V32077",2,0.96705909901795,0.0195242169723736,0.050108885414346
"V3698",2,0.965705188938044,0.0195247552294136,0.050108885414346
"V5742",2,0.964142086347256,0.019526725476043,0.050108885414346
"V1491",2,0.966797110268606,0.0195274482442538,0.050108885414346
"V27046",2,0.967390484981295,0.019527467579184,0.050108885414346
"V38881",2,0.969381137633441,0.0195278937290083,0.050108885414346
"V35501",3,0.983349370388612,0.0195283263427713,0.050108885414346
"V10566",2,0.966378537607476,0.0195283273484262,0.050108885414346
"V928",2,0.965613907755571,0.0195284035505767,0.050108885414346
"V31729",2,0.967329267291761,0.019529160518505,0.050108885414346
"V34831",3,0.979983982724555,0.0195297177616213,0.050108885414346
"V6768",2,0.966564857462445,0.0195303844081899,0.050108885414346
"V35618",2,0.959163770636043,0.0195316479475986,0.050108885414346
"V4175",3,0.923236273384665,0.0195318734213758,0.050108885414346
"V33990",2,0.967108810237208,0.0195319815177389,0.050108885414346
"V27463",1,0.968598946121027,0.0195322063010404,0.050108885414346
"V4265",2,0.96711698900009,0.019532823607214,0.050108885414346
"V10177",2,0.967769053065697,0.019532865806026,0.050108885414346
"V783",2,0.967013167276234,0.0195331238091133,0.050108885414346
"V9922",2,0.967380521790924,0.0195341060184662,0.050108885414346
"V33223",2,0.966868593731365,0.0195342857290268,0.050108885414346
"V10236",2,0.966771719855958,0.01953449946208,0.050108885414346
"V13396",2,0.968334803560138,0.0195352896246844,0.050108885414346
"V26195",2,0.957594201346645,0.0195356190646391,0.050108885414346
"V16729",1,0.966220140676854,0.0195360734662785,0.050108885414346
"V35710",2,0.967197744332184,0.0195362865769289,0.050108885414346
"V8914",3,0.988195617062303,0.019536375933209,0.050108885414346
"V13183",2,0.967149627381039,0.0195364724206685,0.050108885414346
"V7521",2,0.966660528767938,0.0195367566550161,0.050108885414346
"V3045",2,0.966016831648047,0.0195383644914291,0.050108885414346
"V10073",2,0.967309834145614,0.0195385814566713,0.050108885414346
"V6957",2,0.967313195652801,0.0195386532960522,0.050108885414346
"V16694",2,0.970636151354504,0.0195386768302816,0.050108885414346
"V21600",2,0.967363972145095,0.0195386780671483,0.050108885414346
"V19831",2,0.967441709161979,0.0195393338011144,0.050108885414346
"V43796",1,0.981119788714027,0.0195394761149119,0.050108885414346
"V31237",2,0.967152116229775,0.0195401985966032,0.050108885414346
"V25377",2,0.967173618055473,0.0195406181792912,0.050108885414346
"V3177",2,0.967174085406741,0.0195413623165226,0.050108885414346
"V17741",2,0.951187111494675,0.0195421170815598,0.050108885414346
"V4753",2,0.967178754140934,0.0195422080952057,0.050108885414346
"V31119",2,0.968606045698426,0.0195424019183278,0.050108885414346
"V28457",2,0.967683825079431,0.0195424528313284,0.050108885414346
"V2533",2,0.966239388761743,0.0195436707497431,0.050108885414346
"V34278",2,0.965775347520784,0.0195440434346927,0.050108885414346
"V44643",2,0.967037431182551,0.0195444198156121,0.050108885414346
"V22054",2,0.966680260392238,0.0195450228451376,0.050108885414346
"V7338",2,0.966832605915792,0.0195452949915099,0.050108885414346
"V37132",1,0.969288636316753,0.0195453189390519,0.050108885414346
"V17456",2,0.96779269797546,0.0195454182093895,0.050108885414346
"V5885",2,0.96707367845666,0.0195461300304654,0.050108885414346
"V18545",1,0.951377475697025,0.0195492767695384,0.050108885414346
"V21576",2,0.967119080270692,0.0195494721655182,0.050108885414346
"V4767",2,0.967300200785774,0.0195501997139487,0.050108885414346
"V2348",2,0.966324134183532,0.0195506697393154,0.050108885414346
"V44876",2,0.965305930116098,0.0195520724570396,0.050108885414346
"V31947",1,0.969876003701431,0.0195524825960149,0.050108885414346
"V32503",2,0.966998331205378,0.0195527408029818,0.050108885414346
"V11937",2,0.96735444950248,0.0195527688479436,0.050108885414346
"V25973",2,0.967071813593166,0.0195528047206445,0.050108885414346
"V3490",2,0.967173224644949,0.0195529182682456,0.050108885414346
"V8823",2,0.962997169699612,0.0195546665440583,0.050108885414346
"V18409",2,0.966689153152408,0.019555573457247,0.050108885414346
"V10439",3,0.981562738217995,0.019556738910961,0.050108885414346
"V28343",2,0.967878403629334,0.0195578344419969,0.050108885414346
"V17807",2,0.962614629744675,0.0195578670043154,0.050108885414346
"V15018",2,0.967199197265068,0.0195581044046304,0.050108885414346
"V12567",1,0.931116527573048,0.0195590540694484,0.050108885414346
"V10088",2,0.966617128750641,0.0195591470046534,0.050108885414346
"V17724",2,0.968320359369313,0.0195592293370069,0.050108885414346
"V8173",1,0.977605581174856,0.019559294225504,0.050108885414346
"V31424",2,0.966102685947107,0.0195603091128094,0.050108885414346
"V19045",2,0.96751239963017,0.0195619854116746,0.050108885414346
"V33208",2,0.967663955650519,0.019564173981577,0.050108885414346
"V29068",1,0.957157657441268,0.0195648777376622,0.050108885414346
"V10277",2,0.96723493385384,0.0195659080193102,0.050108885414346
"V7447",3,0.990108081714597,0.0195661766706547,0.050108885414346
"V12865",2,0.966396588082604,0.0195671161627513,0.050108885414346
"V4514",2,0.968449295184626,0.0195678002317898,0.050108885414346
"V5504",2,0.96637043908588,0.0195681319125031,0.050108885414346
"V4108",2,0.966202420183395,0.0195683109617451,0.050108885414346
"V8022",2,0.966367003749882,0.019569241498732,0.050108885414346
"V12256",2,0.968000718371932,0.0195694346598007,0.050108885414346
"V3707",2,0.966435083649227,0.0195694871869528,0.050108885414346
"V20176",2,0.967695865153132,0.0195695297034362,0.050108885414346
"V25548",2,0.97054106917921,0.0195698541465775,0.050108885414346
"V25059",2,0.961287690525698,0.0195699971586399,0.050108885414346
"V2457",2,0.96562353760616,0.0195704004742558,0.050108885414346
"V13628",1,0.956547777348062,0.019571379060367,0.050108885414346
"V38940",2,0.966446969554222,0.0195725979740847,0.050108885414346
"V13295",2,0.967183991603898,0.0195730262025342,0.050108885414346
"V6816",2,0.96706651470662,0.0195730271744274,0.050108885414346
"V26010",2,0.968274916422482,0.0195741388301241,0.050108885414346
"V18787",2,0.967172686600982,0.0195748232393813,0.050108885414346
"V17142",2,0.966703078034483,0.0195749317667097,0.050108885414346
"V39190",2,0.966427661058397,0.0195753573892972,0.050108885414346
"V16938",2,0.967586269426798,0.0195759080330129,0.050108885414346
"V32760",2,0.964923168823535,0.0195760947799312,0.050108885414346
"V5938",2,0.967570435083873,0.0195767915096348,0.050108885414346
"V41987",2,0.966080531784047,0.0195768332689853,0.050108885414346
"V3706",2,0.966190923841115,0.0195776849216771,0.050108885414346
"V5406",2,0.966492102644427,0.0195779260644437,0.050108885414346
"V10880",2,0.967631353284317,0.0195779693246807,0.050108885414346
"V9880",2,0.966827468819401,0.0195783885392638,0.050108885414346
"V29679",2,0.967168065122783,0.0195786606248639,0.050108885414346
"V42089",2,0.966669596014115,0.0195786638894562,0.050108885414346
"V9304",2,0.96675516771263,0.0195792434917537,0.050108885414346
"V3414",2,0.967109295217412,0.0195798020770564,0.050108885414346
"V4689",2,0.967166874374763,0.0195798456280748,0.050108885414346
"V9419",1,0.965760421240489,0.0195801063009074,0.050108885414346
"V25123",2,0.966998565887328,0.0195804261317852,0.050108885414346
"V1547",1,0.962172068877544,0.0195805515141617,0.050108885414346
"V1623",2,0.966911639974833,0.0195807831071732,0.050108885414346
"V6035",2,0.976909205262744,0.0195810605241923,0.050108885414346
"V3397",2,0.967134220982719,0.0195817336053785,0.050108885414346
"V14455",2,0.967042998324295,0.0195827491431602,0.050108885414346
"V747",2,0.965969720537659,0.0195827569932827,0.050108885414346
"V40362",2,0.965493528253487,0.0195844385981669,0.050108885414346
"V5238",2,0.966405882420389,0.0195847055967558,0.050108885414346
"V4601",2,0.967217604393704,0.0195894225421924,0.050108885414346
"V40141",2,0.966381058582636,0.0195894868674655,0.050108885414346
"V4778",2,0.967115803560886,0.0195903151959437,0.050108885414346
"V16484",2,0.969177605508575,0.0195913568785769,0.050108885414346
"V3586",2,0.968402410427728,0.0195915208167666,0.050108885414346
"V17501",2,0.966435454602698,0.0195921719958533,0.050108885414346
"V5047",2,0.974516616786995,0.0195921869680697,0.050108885414346
"V10297",1,0.975965324872468,0.0195925167628816,0.050108885414346
"V16239",2,0.970037573476881,0.0195925313356246,0.050108885414346
"V14138",2,0.967435777860949,0.019592825111475,0.050108885414346
"V6623",2,0.96648195657236,0.0195930393146582,0.050108885414346
"V24644",2,0.966923877332576,0.0195934324547594,0.050108885414346
"V732",2,0.965902644909841,0.0195936819886457,0.050108885414346
"V39763",2,0.966973804326372,0.0195943636786927,0.050108885414346
"V5616",2,0.967276639864952,0.0195954955949635,0.050108885414346
"V12396",2,0.963023191513796,0.0195957159878453,0.050108885414346
"V43678",2,0.966701248660096,0.0195959539354235,0.050108885414346
"V15440",2,0.971706798589744,0.0195960420053399,0.050108885414346
"V25159",2,0.965275775584931,0.0195973982570109,0.050108885414346
"V5066",2,0.966688597382434,0.0195976226365739,0.050108885414346
"V24040",2,0.966958793859537,0.0195988873811956,0.050108885414346
"V39836",1,0.958383466703568,0.0195988992047339,0.050108885414346
"V40479",2,0.963618412363027,0.0195989572253997,0.050108885414346
"V36747",2,0.968332619785595,0.0195990498918582,0.050108885414346
"V38209",1,0.975132087451567,0.0195992948114962,0.050108885414346
"V4991",2,0.966330391701322,0.0195993271651969,0.050108885414346
"V16318",2,0.966971997088361,0.0196000148430188,0.050108885414346
"V6709",2,0.967665166321224,0.0196002108583881,0.050108885414346
"V7551",2,0.967304070510237,0.0196007489719576,0.050108885414346
"V7686",2,0.966760293778646,0.0196013338807367,0.050108885414346
"V8195",2,0.966783933672067,0.0196016260797285,0.050108885414346
"V31851",1,0.929876488893477,0.0196020082887504,0.050108885414346
"V25581",2,0.966166441084512,0.0196036643975615,0.050108885414346
"V6475",1,0.947685311904478,0.0196038946489043,0.050108885414346
"V8402",2,0.967443359034651,0.0196042779957173,0.050108885414346
"V39787",2,0.966725935357234,0.0196051494020375,0.050108885414346
"V43325",2,0.96389306337344,0.0196053696017696,0.050108885414346
"V43338",2,0.958583875769064,0.0196073460769327,0.050108885414346
"V9024",2,0.966805267681953,0.0196073678354274,0.050108885414346
"V4074",2,0.967187414899418,0.0196078782535799,0.050108885414346
"V31354",2,0.970803201609435,0.0196079035568886,0.050108885414346
"V39867",2,0.967962717417955,0.0196080696590078,0.050108885414346
"V43102",3,0.974163410994302,0.0196081086161555,0.050108885414346
"V5381",2,0.967138223521139,0.0196084124142779,0.050108885414346
"V34616",2,0.966890434403311,0.0196084284281274,0.050108885414346
"V692",2,0.965529816943081,0.0196085566194967,0.050108885414346
"V42746",2,0.965939837120436,0.019608922658511,0.050108885414346
"V28714",2,0.965964266342958,0.0196093424793944,0.050108885414346
"V37415",2,0.967134266351097,0.0196095525551783,0.050108885414346
"V5713",2,0.967133759153955,0.0196097723266769,0.050108885414346
"V26831",1,0.963457359847956,0.0196098876078573,0.050108885414346
"V13288",2,0.966960483515712,0.0196103391473636,0.050108885414346
"V29219",1,0.978915978050763,0.0196126839721116,0.050108885414346
"V4412",2,0.967050914246151,0.0196130685816694,0.050108885414346
"V20513",2,0.967435061998109,0.0196132077669004,0.050108885414346
"V21559",2,0.967574387736635,0.019613344821102,0.050108885414346
"V39252",2,0.966408957456706,0.0196139554057292,0.050108885414346
"V12716",2,0.959990679651543,0.0196139864123021,0.050108885414346
"V18308",2,0.967282336799378,0.0196145903015064,0.050108885414346
"V16699",2,0.967456978045894,0.0196150638519074,0.050108885414346
"V20433",1,0.947951932969603,0.0196156836737538,0.050108885414346
"V25587",2,0.967239763265751,0.0196159789805224,0.050108885414346
"V25536",2,0.966987295490027,0.0196168898790413,0.050108885414346
"V28698",1,0.972085376306704,0.0196177893908821,0.050108885414346
"V1695",2,0.965802570899855,0.019617998379432,0.050108885414346
"V40639",2,0.966772413624055,0.0196182866626584,0.050108885414346
"V2045",2,0.966777838314759,0.0196186398921793,0.050108885414346
"V38210",2,0.96656545737139,0.0196186736031588,0.050108885414346
"V8456",2,0.966744484624202,0.0196191886278144,0.050108885414346
"V4362",2,0.966956161240444,0.0196193651027373,0.050108885414346
"V19214",2,0.967400767694618,0.0196197749573427,0.050108885414346
"V13465",2,0.967440368861201,0.019620338597276,0.050108885414346
"V3754",2,0.967172455376511,0.0196205580890624,0.050108885414346
"V36239",1,0.966763077658793,0.0196208259730507,0.050108885414346
"V23911",1,0.959894434911197,0.019620860814052,0.050108885414346
"V21860",2,0.967542614924109,0.019622167550777,0.050108885414346
"V7403",2,0.968523002002597,0.0196225233442729,0.050108885414346
"V31902",2,0.967148061595122,0.0196231007393268,0.050108885414346
"V15893",2,0.968809176400689,0.0196233567615736,0.050108885414346
"V28782",2,0.967111798366761,0.0196233725301916,0.050108885414346
"V6448",2,0.96756812263554,0.019624012504081,0.050108885414346
"V5199",2,0.967168562310075,0.0196247227736368,0.050108885414346
"V6062",2,0.96699946788302,0.0196251426488273,0.050108885414346
"V5131",2,0.966963521638888,0.0196252142152457,0.050108885414346
"V12346",1,0.975562223623488,0.0196273714620138,0.050108885414346
"V7932",2,0.968525578680712,0.0196277938851631,0.050108885414346
"V38430",2,0.966595691718067,0.019628090475084,0.050108885414346
"V14271",2,0.959587717056358,0.0196281291332358,0.050108885414346
"V23939",2,0.967650626408714,0.0196291764152353,0.050108885414346
"V2373",2,0.965333183671112,0.0196292726808064,0.050108885414346
"V20428",2,0.962485129050332,0.0196299584048269,0.050108885414346
"V19593",2,0.967175659548961,0.0196315375108493,0.050108885414346
"V13744",2,0.967229382090151,0.0196315591819858,0.050108885414346
"V25051",2,0.96716056280882,0.0196324018801292,0.050108885414346
"V21534",2,0.966003431037826,0.0196328644713365,0.050108885414346
"V9474",2,0.966776928564256,0.0196338527711466,0.050108885414346
"V17750",2,0.972433588875171,0.0196341916086507,0.050108885414346
"V24263",2,0.967137056417071,0.019634531595409,0.050108885414346
"V40559",2,0.966575307956547,0.0196345942117205,0.050108885414346
"V25877",2,0.965312740799846,0.019634862165059,0.050108885414346
"V20413",2,0.967346482918732,0.0196355487140096,0.050108885414346
"V1545",2,0.967748326954927,0.0196366676190426,0.050108885414346
"V23983",2,0.967003435469727,0.0196369909780485,0.050108885414346
"V28585",2,0.967873861246789,0.0196371576405115,0.050108885414346
"V29206",2,0.96694036057755,0.0196375013370931,0.050108885414346
"V2271",2,0.976807051375477,0.0196375800311445,0.050108885414346
"V43983",2,0.964950869757687,0.019637912262806,0.050108885414346
"V32403",2,0.968831694152029,0.0196386273312409,0.050108885414346
"V4246",2,0.967212786381206,0.0196387921730215,0.050108885414346
"V29857",2,0.967338432111389,0.0196405600870717,0.050108885414346
"V17709",2,0.965965538423379,0.0196407568307489,0.050108885414346
"V44372",2,0.966423141255591,0.0196408372462185,0.050108885414346
"V23071",2,0.967036542164118,0.019641196590948,0.050108885414346
"V38675",2,0.966394468314924,0.0196412396140558,0.050108885414346
"V8279",2,0.966804724282014,0.0196413000263728,0.050108885414346
"V31375",2,0.967143639831444,0.019641405682609,0.050108885414346
"V21560",2,0.967107517559796,0.0196418939057071,0.050108885414346
"V27517",2,0.948911939538232,0.0196420941297344,0.050108885414346
"V7318",2,0.967082517694672,0.0196428451067746,0.050108885414346
"V35148",2,0.967234908171958,0.0196430352006426,0.050108885414346
"V38017",2,0.966558133594704,0.0196431819193843,0.050108885414346
"V16383",2,0.967293608665716,0.019643496706269,0.050108885414346
"V42827",2,0.966002442989823,0.0196435014217399,0.050108885414346
"V226",2,0.966134419946939,0.0196438331941354,0.050108885414346
"V4165",2,0.966932026714484,0.0196439790730733,0.050108885414346
"V33588",2,0.956903379165482,0.0196443916213674,0.050108885414346
"V28373",2,0.966520513819152,0.0196443952081379,0.050108885414346
"V22989",1,0.973087580922914,0.0196444055702949,0.050108885414346
"V6585",2,0.966667075210539,0.0196462293555002,0.050108885414346
"V21927",2,0.967116474357695,0.0196465108937959,0.050108885414346
"V25527",2,0.968979316698278,0.0196465828539242,0.050108885414346
"V4709",2,0.967591728440101,0.0196467619164053,0.050108885414346
