"Gene","Cluster","logFC","pValue","padj"
"V14802",2,0.968366122110614,0.0246262869201338,0.050108885414346
"V19632",2,0.968748171151121,0.0246266467756739,0.050108885414346
"V8458",1,0.965879057734732,0.0246268564209606,0.050108885414346
"V31885",2,0.970443942908217,0.0246286612800465,0.050108885414346
"V18058",2,0.967657656228988,0.0246297820848107,0.050108885414346
"V10893",2,0.968290635712183,0.0246302110931989,0.050108885414346
"V25208",1,0.981055817449972,0.0246303535663417,0.050108885414346
"V43139",2,0.968446286370687,0.0246312264622551,0.050108885414346
"V31002",2,0.968192469440729,0.0246336675249388,0.050108885414346
"V17747",2,0.968359164373372,0.0246340584998742,0.050108885414346
"V21060",2,0.968401196911506,0.0246350434597805,0.050108885414346
"V14062",2,0.968551089483263,0.0246354617934088,0.050108885414346
"V13947",2,0.968715992224142,0.0246369720325696,0.050108885414346
"V15613",2,0.968371358724929,0.0246370921569084,0.050108885414346
"V7322",2,0.969808035853405,0.0246371313639309,0.050108885414346
"V19439",2,0.968507490484131,0.0246374914012249,0.050108885414346
"V43069",2,0.967081910679045,0.0246380354285011,0.050108885414346
"V30175",2,0.967275090143665,0.0246380890766795,0.050108885414346
"V38011",2,0.967804549230782,0.0246383645756897,0.050108885414346
"V30130",2,0.968412136662807,0.0246392806438447,0.050108885414346
"V17734",2,0.973473719193449,0.0246393150682693,0.050108885414346
"V33371",2,0.968793610057708,0.0246400266705863,0.050108885414346
"V1156",2,0.966843324331567,0.0246401824916337,0.050108885414346
"V22476",2,0.968464176303902,0.0246403517311106,0.050108885414346
"V41647",2,0.968856018836022,0.0246408067205931,0.050108885414346
"V35945",2,0.9691940192752,0.0246420689180534,0.050108885414346
"V13230",2,0.967412937332155,0.0246422729420221,0.050108885414346
"V35728",2,0.968014135158816,0.0246439039511915,0.050108885414346
"V33395",2,0.968293467448282,0.0246456691078686,0.050108885414346
"V35529",2,0.966018610632051,0.0246464647878786,0.050108885414346
"V23716",2,0.968968849246646,0.024648126872697,0.050108885414346
"V29325",1,0.972518365217001,0.024649150653303,0.050108885414346
"V7748",2,0.967669542658796,0.024649753376543,0.050108885414346
"V16693",2,0.968715075352058,0.0246504378764996,0.050108885414346
"V30551",2,0.965845464162485,0.0246504508280729,0.050108885414346
"V4016",2,0.953239638154186,0.0246506188909414,0.050108885414346
"V1186",2,0.966275824249804,0.0246517760887636,0.050108885414346
"V12705",2,0.96866190369904,0.0246528008922883,0.050108885414346
"V27099",3,0.971529264315895,0.0246533807115832,0.050108885414346
"V26216",1,0.972434940072027,0.0246535831259773,0.050108885414346
"V24521",2,0.968201841565385,0.0246549123892743,0.050108885414346
"V29756",1,0.975372144693626,0.0246550240199796,0.050108885414346
"V44428",2,0.96975159525211,0.0246569125638077,0.050108885414346
"V32129",2,0.964534511419799,0.0246572494573237,0.050108885414346
"V15232",1,0.939062534883306,0.0246590487385935,0.050108885414346
"V21413",2,0.969929018334083,0.0246604431179339,0.050108885414346
"V18076",2,0.965959861861369,0.0246617712847819,0.050108885414346
"V39208",2,0.96911311470242,0.0246617857954555,0.050108885414346
"V31465",1,0.950389008967573,0.0246625217103146,0.050108885414346
"V3585",2,0.968421255784775,0.0246628868513068,0.050108885414346
"V2064",2,0.968033500740727,0.024663988698121,0.050108885414346
"V915",2,0.967833333804384,0.0246641775622141,0.050108885414346
"V8020",2,0.968985716914379,0.0246643707881854,0.050108885414346
"V30471",2,0.967635721411176,0.0246655196526143,0.050108885414346
"V35234",2,0.966518661061382,0.0246657335315528,0.050108885414346
"V13291",2,0.962053449441883,0.0246669337195475,0.050108885414346
"V11703",2,0.968445907756724,0.0246671111777511,0.050108885414346
"V11831",2,0.968787490463795,0.0246673919902116,0.050108885414346
"V5702",2,0.967717327366925,0.024668085615055,0.050108885414346
"V770",3,0.968039682595475,0.024669745917713,0.050108885414346
"V11013",2,0.968719088384717,0.0246710144882988,0.050108885414346
"V33014",2,0.969038375710587,0.0246727505802224,0.050108885414346
"V38990",1,0.979333586189733,0.0246732801317132,0.050108885414346
"V17779",2,0.965103525363161,0.0246740658537673,0.050108885414346
"V3748",2,0.979058714857909,0.0246742608603841,0.050108885414346
"V30794",2,0.968123179886424,0.0246753240552208,0.050108885414346
"V43939",2,0.968491610489701,0.0246759111765875,0.050108885414346
"V43952",1,0.966178209377888,0.0246759776952609,0.050108885414346
"V30901",2,0.968170643478981,0.0246762100960723,0.050108885414346
"V38801",2,0.96830643526636,0.0246763545928695,0.050108885414346
"V32280",2,0.969158607191098,0.0246767994705667,0.050108885414346
"V38147",1,0.969421435488693,0.0246777402951435,0.050108885414346
"V23102",2,0.968504205074637,0.0246777923570442,0.050108885414346
"V5462",2,0.958041852354951,0.0246798017694265,0.050108885414346
"V22884",2,0.968752597448334,0.024680741064936,0.050108885414346
"V42005",2,0.966766424971487,0.0246810149546136,0.050108885414346
"V9582",1,0.970479840199238,0.0246829236641597,0.050108885414346
"V25087",2,0.967994451371955,0.0246833608012313,0.050108885414346
"V27502",2,0.968738784092342,0.0246839876490141,0.050108885414346
"V30668",2,0.967667251059511,0.0246858412087561,0.050108885414346
"V22425",2,0.967576121662764,0.0246865229741333,0.050108885414346
"V24789",2,0.967844430405009,0.0246875775391684,0.050108885414346
"V24884",2,0.96602957993328,0.0246879053331084,0.050108885414346
"V26474",2,0.968783605949801,0.0246880595118692,0.050108885414346
"V15097",2,0.939307649305441,0.0246888717967911,0.050108885414346
"V23689",2,0.968224445143939,0.0246889085160525,0.050108885414346
"V36369",2,0.969925775234229,0.0246889269885671,0.050108885414346
"V27249",2,0.972343928152508,0.0246891936577224,0.050108885414346
"V661",2,0.970925353672745,0.024689567868081,0.050108885414346
"V15570",2,0.962743462878764,0.0246912766682449,0.050108885414346
"V21472",2,0.968153472691935,0.0246932132036028,0.050108885414346
"V12992",2,0.968428784747227,0.0246938954168511,0.050108885414346
"V6939",2,0.951845621953013,0.0246939925779893,0.050108885414346
"V33122",2,0.959130636951252,0.0246950814160625,0.050108885414346
"V3389",2,0.973103234947868,0.0246957878978243,0.050108885414346
"V8221",2,0.968397272494671,0.024697011254638,0.050108885414346
"V1276",2,0.966990879525273,0.024697219072449,0.050108885414346
"V33078",3,0.960024234594519,0.0246985276386216,0.050108885414346
"V11036",2,0.970173994285466,0.0247002642997346,0.050108885414346
"V21660",2,0.96841257560572,0.0247002819841516,0.050108885414346
"V43114",2,0.968080965049169,0.0247012314712427,0.050108885414346
"V33447",2,0.971466896238922,0.0247015592319047,0.050108885414346
"V19262",2,0.968370810069124,0.0247019330305439,0.050108885414346
"V12154",1,0.969379661210547,0.0247027636223999,0.050108885414346
"V12228",2,0.977645825110091,0.024703995798035,0.050108885414346
"V40447",2,0.974231051368571,0.0247048624896175,0.050108885414346
"V3552",2,0.96881196711951,0.0247064436519162,0.050108885414346
"V17252",2,0.968727386458081,0.0247077029528336,0.050108885414346
"V1840",1,0.983672029345916,0.0247081274423332,0.050108885414346
"V16470",2,0.96667684092504,0.0247098119514927,0.050108885414346
"V22348",1,0.976551087756809,0.0247104312042897,0.050108885414346
"V42116",2,0.968330009499105,0.0247122511801797,0.050108885414346
"V26838",2,0.968411091123523,0.0247127556727104,0.050108885414346
"V25532",2,0.968517092239869,0.0247141468566251,0.050108885414346
"V1933",2,0.968119341768762,0.0247143484651977,0.050108885414346
"V35406",2,0.968384064610003,0.02471503661343,0.050108885414346
"V13750",2,0.968799345718258,0.0247158472079961,0.050108885414346
"V11788",3,0.982133176675231,0.0247161459913649,0.050108885414346
"V30974",2,0.968682233556766,0.0247170350465212,0.050108885414346
"V17171",2,0.959579516493519,0.0247177634695804,0.050108885414346
"V14118",2,0.967884020957185,0.0247182317990962,0.050108885414346
"V37688",2,0.966743598441243,0.0247191745056463,0.050108885414346
"V15155",2,0.967591298047026,0.0247193237321961,0.050108885414346
"V18381",2,0.956467360280448,0.0247194988894195,0.050108885414346
"V28884",2,0.965603485057442,0.0247202222146019,0.050108885414346
"V25568",2,0.968567804592984,0.0247215199937292,0.050108885414346
"V40494",2,0.968477766886518,0.0247224658511548,0.050108885414346
"V11904",2,0.966685570028267,0.0247231113175785,0.050108885414346
"V8930",2,0.968436335665598,0.0247259069924639,0.050108885414346
"V38911",2,0.968643353312714,0.0247280438036082,0.050108885414346
"V39173",2,0.968389064888885,0.0247287570871381,0.050108885414346
"V15950",2,0.972654046447137,0.0247288273303161,0.050108885414346
"V935",2,0.967913321757881,0.0247319179367002,0.050108885414346
"V16446",2,0.969047740751901,0.0247324267816537,0.050108885414346
"V31823",2,0.958025829661032,0.0247326484264959,0.050108885414346
"V21068",2,0.96047438922999,0.024733429280183,0.050108885414346
"V29709",2,0.965608707179123,0.0247339392444927,0.050108885414346
"V42123",3,0.974485852823069,0.0247341295099811,0.050108885414346
"V18995",2,0.968401952624614,0.0247345103745162,0.050108885414346
"V16228",2,0.968391666847539,0.0247347696368891,0.050108885414346
"V40410",2,0.966636237982771,0.0247354320905472,0.050108885414346
"V17119",2,0.967700875652762,0.0247383698001936,0.050108885414346
"V11193",2,0.968452802401841,0.0247399710649721,0.050108885414346
"V16890",2,0.96650984989945,0.0247403769922452,0.050108885414346
"V23830",2,0.970356072730746,0.0247404321711804,0.050108885414346
"V31261",2,0.969959185702055,0.0247406622299694,0.050108885414346
"V28677",2,0.970118999195918,0.0247410174074311,0.050108885414346
"V40121",2,0.968690292686649,0.0247416733019725,0.050108885414346
"V42549",3,0.974884586695988,0.0247434392125564,0.050108885414346
"V8595",2,0.968305635068937,0.0247434474431565,0.050108885414346
"V11654",3,0.980282864972656,0.0247438995114505,0.050108885414346
"V20640",2,0.968595485549921,0.0247446532473298,0.050108885414346
"V20786",2,0.937790356330791,0.0247454403109699,0.050108885414346
"V41149",1,0.973233531776939,0.0247456227520539,0.050108885414346
"V25941",2,0.968574788428854,0.0247460653946102,0.050108885414346
"V43283",2,0.968880796424436,0.0247495181755733,0.050108885414346
"V4493",1,0.971169446592695,0.0247507592308977,0.050108885414346
"V16447",2,0.968057597995997,0.0247516217987624,0.050108885414346
"V19493",2,0.964088582420027,0.0247519901280901,0.050108885414346
"V2199",3,0.981726385863809,0.0247521928372781,0.050108885414346
"V43452",2,0.968654019390899,0.0247561741109854,0.050108885414346
"V13545",1,0.964048669730894,0.0247571197344585,0.050108885414346
"V16504",2,0.969252025965048,0.024757849903269,0.050108885414346
"V33605",2,0.968246821597494,0.0247578808690537,0.050108885414346
"V35495",2,0.968270578236072,0.0247579543301625,0.050108885414346
"V8220",3,0.979498665019106,0.0247581430475046,0.050108885414346
"V13489",2,0.968285927404323,0.0247598024859604,0.050108885414346
"V18600",2,0.969581927876089,0.0247600839925862,0.050108885414346
"V39704",2,0.967990591080174,0.0247606329975707,0.050108885414346
"V34343",1,0.974140194352564,0.0247611228022692,0.050108885414346
"V19277",2,0.966122371230305,0.0247619180585323,0.050108885414346
"V26245",2,0.968399568099603,0.0247628739875732,0.050108885414346
"V17193",2,0.968196590435357,0.0247631440388153,0.050108885414346
"V35692",2,0.968646918081764,0.0247652476368906,0.050108885414346
"V12790",2,0.968060396538647,0.0247652963536094,0.050108885414346
"V31427",1,0.967094029602823,0.0247664422177876,0.050108885414346
"V16406",2,0.968892014919342,0.0247670742921462,0.050108885414346
"V12761",2,0.970322389860258,0.0247671676490414,0.050108885414346
"V25723",3,0.971781451505682,0.0247676526141187,0.050108885414346
"V41809",2,0.965471023036468,0.0247680655762537,0.050108885414346
"V4833",2,0.968400867234489,0.0247682459452598,0.050108885414346
"V32214",1,0.967668397810299,0.0247690126616123,0.050108885414346
"V37047",2,0.970733050091721,0.0247694317393324,0.050108885414346
"V30808",2,0.968021802021285,0.0247696388947721,0.050108885414346
"V31338",2,0.968370869342025,0.0247698994573242,0.050108885414346
"V14634",2,0.968998311481374,0.0247704940166743,0.050108885414346
"V181",2,0.967792451710576,0.0247705274973083,0.050108885414346
"V3981",1,0.915843773198154,0.0247708423903941,0.050108885414346
"V35660",2,0.971434117057538,0.0247713771977432,0.050108885414346
"V38469",2,0.966967029121613,0.0247717761308608,0.050108885414346
"V36635",1,0.959832697233735,0.0247730225399625,0.050108885414346
"V24078",2,0.969425188521788,0.024775335607123,0.050108885414346
"V20034",2,0.969621171242778,0.0247757634775284,0.050108885414346
"V33209",2,0.969403960993946,0.0247759165370381,0.050108885414346
"V9453",2,0.968544035861487,0.024778811079767,0.050108885414346
"V43963",2,0.964570423446342,0.0247789862436062,0.050108885414346
"V42354",2,0.952877336433913,0.0247793231894551,0.050108885414346
"V32732",2,0.957365219690126,0.0247797553562253,0.050108885414346
"V9247",2,0.967690472232958,0.0247801169462259,0.050108885414346
"V592",2,0.966257494051578,0.0247808225772236,0.050108885414346
"V18862",2,0.968645554640522,0.0247823261974033,0.050108885414346
"V17467",2,0.966740926657642,0.0247833592190602,0.050108885414346
"V23758",1,0.963302461198693,0.0247841175504422,0.050108885414346
"V2720",1,0.980273028971419,0.024784465323216,0.050108885414346
"V11850",2,0.967421766529929,0.0247863643237141,0.050108885414346
"V30781",2,0.971031865635877,0.0247878630282441,0.050108885414346
"V15608",1,0.973084477067262,0.0247897166253833,0.050108885414346
"V9079",2,0.9709409695861,0.0247912099375373,0.050108885414346
"V29329",2,0.968251506394461,0.0247915276058072,0.050108885414346
"V2003",2,0.968354378875089,0.0247920585594711,0.050108885414346
"V44144",2,0.966200563597749,0.0247924344969147,0.050108885414346
"V2178",2,0.96839276938877,0.0247940022555599,0.050108885414346
"V37542",2,0.961703538979404,0.0247945349719495,0.050108885414346
"V40776",2,0.96826973978473,0.0247961043648516,0.050108885414346
"V21913",1,0.966725886233504,0.0247968603891397,0.050108885414346
"V39995",2,0.971194447102833,0.0247984765753983,0.050108885414346
"V23546",2,0.965612610798387,0.0247989689459544,0.050108885414346
"V42707",2,0.969255065463431,0.0247999299860234,0.050108885414346
"V16063",2,0.966638324416218,0.0248010835742487,0.050108885414346
"V6260",1,0.947935278110818,0.0248017589309308,0.050108885414346
"V432",2,0.9678850345997,0.0248019213717137,0.050108885414346
"V38703",2,0.969856058768253,0.0248025113064359,0.050108885414346
"V14568",2,0.964086377875614,0.0248041020521853,0.050108885414346
"V21529",3,0.967796751692442,0.0248049173916276,0.050108885414346
"V23429",2,0.955955139542725,0.024804943837086,0.050108885414346
"V21481",2,0.968161149619176,0.0248049501016438,0.050108885414346
"V28060",2,0.971126465766901,0.0248051754812343,0.050108885414346
"V21320",2,0.966998383867016,0.0248051839054382,0.050108885414346
"V3160",2,0.964739101058471,0.0248054695323048,0.050108885414346
"V24418",2,0.968731909311185,0.0248061023006049,0.050108885414346
"V44735",2,0.968889847265926,0.0248065394945144,0.050108885414346
"V5249",2,0.979673602735083,0.024806806792616,0.050108885414346
"V20865",2,0.969330953307861,0.0248071721270199,0.050108885414346
"V15205",2,0.968596301571598,0.0248087845798298,0.050108885414346
"V34891",2,0.968891403225386,0.0248108482769349,0.050108885414346
"V6029",1,0.963392806285491,0.0248110229099063,0.050108885414346
"V29632",2,0.967567604069138,0.0248115741865167,0.050108885414346
"V14020",2,0.96877407711069,0.0248131168349473,0.050108885414346
"V44973",2,0.978001730532485,0.0248145760628684,0.050108885414346
"V42887",2,0.968577884360187,0.0248146336096061,0.050108885414346
"V22823",2,0.968316507818044,0.0248146794053464,0.050108885414346
"V24075",2,0.969591733746051,0.0248155013597573,0.050108885414346
"V38592",2,0.97297304450874,0.0248173444335856,0.050108885414346
"V16713",2,0.959248535109704,0.0248176524937498,0.050108885414346
"V30266",2,0.969882094441627,0.0248180182648231,0.050108885414346
"V5010",2,0.97027958407894,0.0248185234491951,0.050108885414346
"V5750",1,0.971343274604052,0.024819190004606,0.050108885414346
"V34366",2,0.968188268348097,0.0248198701515358,0.050108885414346
"V1630",2,0.968401414190087,0.02482003541827,0.050108885414346
"V6123",1,0.959969943005374,0.0248203872627096,0.050108885414346
"V63",2,0.967540496162576,0.0248205503628742,0.050108885414346
"V40344",2,0.971145539216889,0.0248214726874216,0.050108885414346
"V26286",2,0.967381483701288,0.0248229010816875,0.050108885414346
"V16397",2,0.96966438478027,0.024827420678637,0.050108885414346
"V40799",1,0.981036330053365,0.0248276186660778,0.050108885414346
"V22668",1,0.957392908667002,0.0248276867118705,0.050108885414346
"V15653",2,0.969652641568629,0.0248279803127865,0.050108885414346
"V10724",2,0.965875332105974,0.0248313589164319,0.050108885414346
"V22794",2,0.968568158872955,0.0248320509482352,0.050108885414346
"V40099",2,0.968404849719834,0.024832771330123,0.050108885414346
"V31605",2,0.966836363097791,0.0248335269643289,0.050108885414346
"V15816",2,0.968146247509216,0.0248360422602163,0.050108885414346
"V29533",2,0.968652042257945,0.0248361805051275,0.050108885414346
"V43777",2,0.968219496040359,0.024836232357425,0.050108885414346
"V36485",2,0.961892842139461,0.0248363159163329,0.050108885414346
"V41946",3,0.979177911545914,0.0248365329767132,0.050108885414346
"V22512",2,0.968456519873667,0.0248387458453727,0.050108885414346
"V31558",2,0.968658637937379,0.024838970616074,0.050108885414346
"V25725",2,0.968166511231667,0.0248394636483446,0.050108885414346
"V35605",2,0.968433088671747,0.0248396081832112,0.050108885414346
"V30595",2,0.968934153194334,0.0248400383574728,0.050108885414346
"V14773",2,0.963098124110858,0.0248403446119788,0.050108885414346
"V11297",2,0.964427409485644,0.02484355134226,0.050108885414346
"V18803",2,0.968769655354118,0.0248436616318648,0.050108885414346
"V42399",2,0.967301058662675,0.0248438992429406,0.050108885414346
"V20896",2,0.968438374600774,0.0248444340785779,0.050108885414346
"V25026",3,0.98651201172658,0.0248448037446101,0.050108885414346
"V28827",2,0.966316908407465,0.0248477612904598,0.050108885414346
"V1391",2,0.97161602844656,0.0248481879538698,0.050108885414346
"V39461",2,0.968080843058562,0.0248493225600572,0.050108885414346
"V19005",2,0.968267201552543,0.0248494500771373,0.050108885414346
"V23548",2,0.96855075252205,0.0248521281272054,0.050108885414346
"V27533",2,0.968905104731775,0.0248534456702399,0.050108885414346
"V24215",2,0.967823692470053,0.0248539611655505,0.050108885414346
"V9006",2,0.96914828183703,0.0248544936441259,0.050108885414346
"V26380",2,0.96755318754554,0.0248546986416535,0.050108885414346
"V28387",2,0.960569828243965,0.0248556065573928,0.050108885414346
"V18090",2,0.970923873229974,0.0248565055739951,0.050108885414346
"V14090",2,0.96903626256885,0.0248570003314967,0.050108885414346
"V44614",2,0.970051255934194,0.0248576640382652,0.050108885414346
"V10622",2,0.969092131503725,0.0248592435661483,0.050108885414346
"V16084",1,0.963053675839396,0.0248597692209384,0.050108885414346
"V12520",2,0.967770722122933,0.0248614768906212,0.050108885414346
"V16071",2,0.968092373138451,0.0248627847505849,0.050108885414346
"V22043",2,0.976025848590585,0.0248637426448367,0.050108885414346
"V31651",2,0.968046109810585,0.0248669022044695,0.050108885414346
"V18655",1,0.961591611109784,0.024866924973131,0.050108885414346
"V21797",3,0.971115614275017,0.0248672491705415,0.050108885414346
"V35076",2,0.967934697304282,0.0248675069925072,0.050108885414346
"V7527",2,0.96383355489861,0.0248678753692534,0.050108885414346
"V11478",2,0.963111576155645,0.0248689621504787,0.050108885414346
"V38502",2,0.965360399099378,0.0248721202949806,0.050108885414346
"V6148",2,0.968634559046861,0.0248723381563383,0.050108885414346
"V43979",2,0.967348329978618,0.0248740660931549,0.050108885414346
"V3115",2,0.968168410595523,0.0248741058853428,0.050108885414346
"V19372",2,0.96857981245281,0.0248745669210885,0.050108885414346
"V38863",2,0.967770875257763,0.0248747227689262,0.050108885414346
"V43698",1,0.961512692769156,0.0248750685320583,0.050108885414346
"V36966",2,0.96826955954451,0.0248754563474556,0.050108885414346
"V6026",2,0.968668485797592,0.0248763832732806,0.050108885414346
"V12908",2,0.96880710453495,0.024877600902539,0.050108885414346
"V15343",2,0.968638178373473,0.0248778936929544,0.050108885414346
"V15270",2,0.961549406396934,0.0248781676493226,0.050108885414346
"V5090",3,0.957744786827186,0.0248783327973921,0.050108885414346
"V26038",2,0.970555521181708,0.0248783534504014,0.050108885414346
"V30224",2,0.967441990804331,0.0248794238757452,0.050108885414346
"V43922",2,0.967055544803144,0.0248795059385154,0.050108885414346
"V13737",2,0.968246494015186,0.0248797045911371,0.050108885414346
"V8839",2,0.968876777879947,0.0248804378722652,0.050108885414346
"V39872",2,0.965748942710947,0.0248811912403801,0.050108885414346
"V29731",2,0.971018073379574,0.0248813861185134,0.050108885414346
"V31467",2,0.968842793309871,0.0248818362439093,0.050108885414346
"V33331",2,0.970769108539292,0.0248826067373624,0.050108885414346
"V25441",2,0.968207342052404,0.0248833776152926,0.050108885414346
"V9609",1,0.917180013647558,0.0248839711175111,0.050108885414346
"V21092",2,0.968866460836152,0.0248853359976245,0.050108885414346
"V39101",2,0.969215199444435,0.0248859295986246,0.050108885414346
"V12622",2,0.966806387461448,0.0248863458145618,0.050108885414346
"V14726",2,0.964532322164143,0.0248882566963938,0.050108885414346
"V18562",2,0.968020419426691,0.0248890012043217,0.050108885414346
"V44056",2,0.968485400776476,0.0248905775543288,0.050108885414346
"V12238",2,0.949440966474961,0.0248906401643674,0.050108885414346
"V41325",2,0.970219823309089,0.024890847015212,0.050108885414346
"V30447",2,0.968780773826663,0.0248916088360119,0.050108885414346
"V9521",2,0.968588065705308,0.0248916493892046,0.050108885414346
"V31234",2,0.972544336064271,0.0248920382490247,0.050108885414346
"V33142",2,0.971194093263696,0.0248955477663143,0.050108885414346
"V21238",2,0.980406618014681,0.0248961071117348,0.050108885414346
"V6936",2,0.977160748977007,0.0248967792036685,0.050108885414346
"V10130",2,0.968160485309387,0.0248968008513512,0.050108885414346
"V15576",2,0.968545510070193,0.024896987267321,0.050108885414346
"V16193",2,0.968387548651876,0.0248988614386907,0.050108885414346
"V11918",1,0.963124279029727,0.0248992558591789,0.050108885414346
"V30464",2,0.968274521668681,0.0249004433356235,0.050108885414346
"V28175",2,0.965691065326478,0.0249008060314718,0.050108885414346
"V35706",2,0.973756635974572,0.024901874902924,0.050108885414346
"V37502",2,0.968208057962549,0.0249027188563164,0.050108885414346
"V1263",2,0.96613973622482,0.024904793584306,0.050108885414346
"V42644",2,0.967955326145816,0.0249060417041107,0.050108885414346
"V32651",2,0.968385905878812,0.0249074333134031,0.050108885414346
"V44601",1,0.977487151241215,0.0249076616787228,0.050108885414346
"V40382",2,0.962040054177136,0.02490906379517,0.050108885414346
"V8151",2,0.968674128957234,0.024909071221221,0.050108885414346
"V35724",2,0.966553811070571,0.0249106579540017,0.050108885414346
"V3356",2,0.961134708714481,0.0249109622896843,0.050108885414346
"V21186",2,0.96873360819514,0.0249123081873253,0.050108885414346
"V9948",2,0.969039842593595,0.0249132437633109,0.050108885414346
"V39466",2,0.969669014227986,0.0249137085395753,0.050108885414346
"V43419",2,0.961453410795802,0.0249141289277216,0.050108885414346
"V41536",2,0.965873976267167,0.0249144016390933,0.050108885414346
"V29225",2,0.961294541760416,0.0249147962332091,0.050108885414346
"V34276",2,0.963196839341565,0.0249148696785353,0.050108885414346
"V25925",2,0.968383301341658,0.024915121877107,0.050108885414346
"V20664",2,0.956493448760612,0.0249151298989962,0.050108885414346
"V19786",2,0.970246160839488,0.0249151881373684,0.050108885414346
"V3995",2,0.968145588760318,0.0249153392820981,0.050108885414346
"V43051",2,0.968317867443619,0.0249172431823873,0.050108885414346
"V19483",2,0.970263944781324,0.0249172875911584,0.050108885414346
"V32353",2,0.96902679306728,0.0249181331305298,0.050108885414346
"V28814",2,0.968468857445984,0.0249183669202877,0.050108885414346
"V23915",2,0.968385203649632,0.0249183786971338,0.050108885414346
"V21483",2,0.968508180086017,0.0249184705993221,0.050108885414346
"V11174",2,0.968527724485381,0.0249204933859868,0.050108885414346
"V7481",2,0.966596426561463,0.0249216189690018,0.050108885414346
"V32265",2,0.96716458418606,0.0249219474216074,0.050108885414346
"V40981",1,0.949207359001498,0.0249225264814636,0.050108885414346
"V38751",2,0.970352495611253,0.0249228901975404,0.050108885414346
"V31720",2,0.969896203400502,0.0249233007370193,0.050108885414346
"V33644",2,0.970635750443303,0.0249234541258688,0.050108885414346
"V20336",2,0.96910578810643,0.0249235012955577,0.050108885414346
"V1725",2,0.96906791739762,0.0249250760608919,0.050108885414346
"V25701",2,0.969299329390175,0.0249259867133311,0.050108885414346
"V633",2,0.968878856368855,0.0249260513080603,0.050108885414346
"V16858",2,0.968519964539217,0.0249266791675648,0.050108885414346
"V39619",2,0.970173055634724,0.0249270653909774,0.050108885414346
"V19284",2,0.96822310838107,0.0249276122085785,0.050108885414346
"V26113",2,0.968349538669815,0.0249276526417998,0.050108885414346
"V26329",2,0.97065284232982,0.0249278833241012,0.050108885414346
"V39203",3,0.96987841647995,0.0249286110924604,0.050108885414346
"V28625",2,0.968241791726238,0.0249291907983405,0.050108885414346
"V16730",2,0.968413755276832,0.0249310961863134,0.050108885414346
"V5739",2,0.968724910121574,0.0249315018915964,0.050108885414346
"V20317",2,0.968951483608437,0.0249334153037392,0.050108885414346
"V22595",2,0.973197213844054,0.0249345636264307,0.050108885414346
"V8031",2,0.963378946852968,0.0249373089659872,0.050108885414346
"V33559",2,0.968465501159852,0.024937384980518,0.050108885414346
"V4467",2,0.967823623929132,0.0249378320431819,0.050108885414346
"V31670",2,0.93481964860809,0.0249384072452357,0.050108885414346
"V19417",2,0.968619763679535,0.0249398888083029,0.050108885414346
"V28462",2,0.975402155026636,0.024940811932654,0.050108885414346
"V30081",1,0.974119260552362,0.0249413350685177,0.050108885414346
"V23796",2,0.962786672041024,0.0249414624236426,0.050108885414346
"V42307",2,0.966937604841944,0.0249428816686449,0.050108885414346
"V32407",2,0.969470817652367,0.0249431816165392,0.050108885414346
"V38296",2,0.968704103492064,0.024944150709977,0.050108885414346
"V5915",2,0.969420225653005,0.0249462375354619,0.050108885414346
"V35986",2,0.969205922675992,0.0249466174415806,0.050108885414346
"V33160",2,0.968623103964341,0.0249471273126895,0.050108885414346
"V27576",2,0.965807687698488,0.0249478014715147,0.050108885414346
"V20539",2,0.963064117878916,0.0249482031089965,0.050108885414346
"V16436",2,0.966639134481114,0.0249490202284396,0.050108885414346
"V41180",2,0.969007815118325,0.0249498196049874,0.050108885414346
"V42975",2,0.968587326164022,0.0249520371596645,0.050108885414346
"V43998",2,0.967067667149494,0.0249524302315607,0.050108885414346
"V12747",2,0.968223587541828,0.0249538918686794,0.050108885414346
"V6278",2,0.969514610473989,0.0249547516428677,0.050108885414346
"V41721",2,0.961290015712214,0.0249561007564749,0.050108885414346
"V6476",2,0.968993535297103,0.0249572598135641,0.050108885414346
"V37809",3,0.963188559499973,0.0249580913486156,0.050108885414346
"V19846",2,0.968991850620943,0.0249593275164138,0.050108885414346
"V21794",2,0.969472940816672,0.0249593324407725,0.050108885414346
"V35950",2,0.970489979015529,0.0249617120478008,0.050108885414346
"V34979",2,0.96873474757278,0.0249627169284118,0.050108885414346
"V36777",2,0.971836383036019,0.0249627808651285,0.050108885414346
"V44319",1,0.969798277696809,0.0249650689027564,0.050108885414346
"V14461",2,0.968937487995885,0.0249680331241456,0.050108885414346
"V17401",1,0.96026090935678,0.0249689752731824,0.050108885414346
"V7482",2,0.968704803611824,0.0249691941561088,0.050108885414346
"V27789",2,0.967451795685508,0.0249706150044211,0.050108885414346
"V22194",2,0.967968076409278,0.0249731037024676,0.050108885414346
"V43076",2,0.967858682020745,0.0249765402390262,0.050108885414346
"V39237",2,0.968586244259714,0.0249773868203739,0.050108885414346
"V7151",3,0.975322660617249,0.0249791759517097,0.050108885414346
"V37601",2,0.975722848134464,0.0249807523636386,0.050108885414346
"V29023",2,0.968710313729886,0.0249809230200406,0.050108885414346
"V44833",2,0.968167125776624,0.0249823444876235,0.050108885414346
"V9450",2,0.968727591175066,0.0249831723596611,0.050108885414346
"V18072",1,0.969494821394772,0.0249845266664021,0.050108885414346
